,words,ner_tags,bio
414,"['it', 'is', 'under', 'threat', 'from', 'human', 'activity', 'human', 'being', 'are', 'reducing', 'the', 'tiger', 'shark', 'population', 'by', 'killing', 'them', 'for', 'their', 'fin', 'edible', 'flesh', 'and', 'liver', 'oil', 'rich', 'in', 'vitamin', 'a', 'which', 'is', 'used', 'to', 'make', 'supplement', 'in', 'the', 'past', 'it', 'tough', 'skin', 'wa', 'used', 'to', 'make', 'leather', 'which', 'is', 'still', 'used', 'for', 'traditional', 'hawai', '’', 'ian', 'drum', 'it', 'is', 'also', 'hunted', 'for', 'sport']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
415,"['they', 'are', 'sometimes', 'prey', 'to', 'killer', 'whale', 'though', 'apex', 'predator', 'tiger', 'shark', 'are', 'sometimes', 'prey', 'by', 'group', 'of', 'orca']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
416,"['they', 'are', 'friend', 'with', 'red', 'panda', 'despite', 'being', 'solitary', 'they', 'are', 'apparently', 'quite', 'a', 'tolerant', 'specie', 'zoo', 'are', 'able', 'to', 'house', 'them', 'with', 'other', 'animal', 'without', 'too', 'much', 'trouble', 'including', 'red', 'panda', 'who', 'sit', 'above', 'them', 'in', 'the', 'branch', 'and', 'would', 'naturally', 'share', 'a', 'habitat', 'with', 'the', 'tufted', 'deer', 'in', 'the', 'wild']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
417,"['two', 'vampire', 'bat', 'specie', 'feed', 'mostly', 'on', 'bird', 'blood', 'one', 'on', 'mammal', 'blood', 'the', 'common', 'vampire', 'bat', 'feed', 'on', 'warm-blooded', 'animal', 'mostly', 'on', 'large', 'mammal', 'such', 'a', 'horse', 'cow', 'and', 'pig', 'and', 'very', 'occasionally', 'on', 'human']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
418,"['they', 'have', 'unusual', 'gut', 'every', 'animal', 'on', 'earth', 'ha', 'at', 'least', 'billion', 'of', 'microbe', 'living', 'in', 'it', 'digestive', 'system', 'that', 'help', 'break', 'down', 'what', 'they', 'eat', 'into', 'useful', 'building', 'block', 'different', 'bacteria', 'allow', 'for', 'different', 'type', 'of', 'food', 'to', 'be', 'broken', 'down', 'for', 'example', 'a', 'cow', 'ha', 'bacteria', 'that', 'produce', 'the', 'enzyme', 'cellulase', 'which', 'break', 'down', 'the', 'cell', 'wall', 'of', 'plant', 'and', 'is', 'how', 'they', 'manage', 'to', 'extract', 'the', 'protein', 'for', 'all', 'that', 'muscle', 'only', 'from', 'grass', 'and', 'herb']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
419,"['there', 'are', 'several', 'subspecies', 'although', 'there', 'is', 'only', 'one', 'specie', 'of', 'vervet', 'monkey', 'in', 'the', 'world', 'there', 'are', 'several', 'different', 'type', 'of', 'subspecies', 'these', 'are', 'vervet', 'monkey', 'that', 'have', 'slightly', 'different', 'characteristic', 'from', 'others', '–', 'not', 'enough', 'for', 'a', 'new', 'specie', 'to', 'form', 'but', 'enough', 'that', 'it', 'is', 'important', 'to', 'highlight', 'their', 'difference']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
420,"['although', 'they', 'are', 'native', 'to', 'africa', 'they', 'have', 'been', 'introduced', 'to', 'other', 'country', 'a', 'seen', 'from', 'the', 'different', 'type', 'of', 'subspecies', 'vervet', 'monkey', 'or', 'just', 'vervet', 'are', 'native', 'to', 'africa']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
421,"['they', 'are', 'extremely', 'similar', 'to', 'human', 'and', 'used', 'to', 'help', 'u', 'better', 'understand', 'human', 'condition', 'although', 'they', 'are', 'just', 'distant', 'relative', 'in', 'the', 'grand', 'scheme', 'of', 'thing', 'vervet', 'monkey', 'are', 'actually', 'a', 'key', 'factor', 'in', 'studying', 'what', 'it', 'mean', 'to', 'be', 'human', 'vervet', 'monkey', 'make', 'a', 'perfect', 'nonhuman', 'model', 'to', 'study', 'genetics', 'behavior', 'and', 'social', 'factor']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
422,"['vervet', 'monkey', 'love', 'cat', 'vervet', 'monkey', 'love', 'to', 'groom', 'cat', 'and', 'will', 'play', 'and', 'live', 'together', 'in', 'harmony']","[0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'B-AN', 'O', 'B-AN', 'O', 'B-AN', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
423,"['vervet', 'have', 'important', 'family', 'unit', 'inside', 'of', 'group', 'one', 'of', 'the', 'other', 'reason', 'that', 'ververt', 'monkey', 'have', 'been', 'such', 'a', 'hot', 'topic', 'to', 'research', 'and', 'focus', 'on', 'is', 'because', 'of', 'their', 'social', 'structure', 'vervet', 'come', 'together', 'in', 'troop', 'made', 'up', 'of', 'several', 'different', 'individual', 'female', 'will', 'stay', 'in', 'the', 'same', 'group', 'for', 'their', 'entire', 'life', 'but', 'male', 'will', 'move', 'around', 'to', 'neighboring', 'group', 'this', 'help', 'reduce', 'tension', 'and', 'also', 'keep', 'the', 'population', 'healthy', 'by', 'diversifying', 'the', 'gene', 'pool', '–', 'but', 'only', 'slightly', 'since', 'group', 'stay', 'close', 'together']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
424,"['they', 'have', 'different', 'alarm', 'call', 'vervet', 'monkey', 'are', 'thought', 'to', 'have', 'up', 'to', '30', 'different', 'alarm', 'call', 'for', 'different', 'predator', 'and', 'situation']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
425,"['some', 'are', 'alcoholic', 'vervet', 'monkey', 'in', 'st.', 'kitts', 'have', 'a', 'taste', 'for', 'alcohol', 'similar', 'to', 'human', 'they', 'raid', 'local', 'bar', 'and', 'steal', 'drink', 'from', 'holidaymaker', 'and', 'local', 'for', 'rum']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
426,"['vervet', 'were', 'present', 'in', 'ancient', 'egypt', 'a', 'an', 'old', 'world', 'monkey', 'ververts', 'have', 'quite', 'a', 'bit', 'of', 'history', 'in', 'the', 'eastern', 'hemisphere', 'of', 'the', 'world']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
427,"['their', 'tusk', 'are', 'hunted', 'for', 'ivory', 'elephant', 'ivory', 'is', 'illegal', 'but', 'this', 'is', 'not', 'the', 'case', 'for', 'warthog', 'where', 'their', 'tusk', 'are', 'still', 'carved', 'for', 'the', 'tourist', 'trade', 'in', 'eastern', 'and', 'southern', 'africa']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
428,"['they', 'have', 'a', 'surprising', 'ancestry', 'the', 'whale', 'shark', 'belongs', 'to', 'the', 'order', 'orectolobiformes', 'also', 'known', 'a', 'the', 'carpet', 'shark', 'which', 'include', 'nurse', 'shark', 'zebra', 'shark', 'and', 'wobbegongs', 'they', 'are', 'not', 'whale']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
429,"['they', 'are', 'the', 'largest', 'living', 'member', 'of', 'the', 'canidae', 'family', 'canidae', 'is', 'the', 'family', 'name', 'of', 'a', 'group', 'of', 'dog-like', 'carnivorans', 'and', 'includes', 'domestic', 'dog', 'fox', 'coyote', 'golden', 'jackal', 'and', 'other', 'wolf']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
430,"['there', 'might', 'be', 'a', 'grey', 'wolf', 'in', 'your', 'bedroom', 'right', 'now', 'that', 'is', 'because', 'domestic', 'dog', 'are', 'a', 'divergent', 'subspecies', 'of', 'the', 'grey', 'wolf', 'having', 'descended', 'from', 'a', 'now-extinct', 'subspecies', 'with', 'some', 'significant', 'human', 'interference', 'to', 'produce', 'what', 'we', 'now', 'call', 'a', '‘', 'pet', '’']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
431,"['the', 'adult', 'wolverine', 'is', 'about', 'the', 'size', 'of', 'a', 'medium', 'dog', '..', 'wolverine', 'grow', 'to', 'a', 'length', 'of', 'between', '26', 'and', '42-inches', 'a', 'height', 'of', 'between', '6', 'and', '10-inches', 'and', 'can', 'weigh', 'between', '12', 'and', '55-pounds', 'a', 'large', 'male', 'can', 'weigh', 'up', 'to', '71-pounds', 'and', 'an', 'exceptionally', 'large', 'male', 'can', 'reach', '77-pounds', 'the', 'male', 'are', 'larger', 'than', 'female', 'by', 'about', '30-percent', 'the', 'eurasian', 'wolverine', 'are', 'said', 'to', 'be', 'even', 'larger', 'than', 'the', 'north', 'american', 'variety', 'with', 'average', 'weighs', 'of', '44-pounds', 'a', 'an', 'example', 'the', 'wolverine', 'found', 'in', 'northern', 'canada', 'range', 'in', 'weight', 'from', '22-pounds', 'female', 'to', '34-pounds', 'male', 'the', 'alaskan', 'wolverine', 'weigh', '21-pounds', 'female', 'to', '37-pounds', 'male', 'in', 'finland', 'the', 'average', 'weight', 'range', 'from', '24', 'to', '28-pounds', 'and', 'in', 'norway', 'the', 'wolverine', 'can', 'weigh', '22-pounds', 'for', 'female', 'and', '32-pounds', 'for', 'male']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
432,"['there', 'is', 'a', 'reason', 'why', 'wolverine', 'are', 'called', 'skunk', 'bear', 'or', 'nasty', 'cat', '..', 'the', 'wolverine', 'ha', 'a', 'potent', 'anal', 'scent', 'gland', 'it', 'will', 'use', 'to', 'mark', 'territory', 'a', 'well', 'a', 'during', 'mating', 'season', 'or', 'more', 'accurately', 'when', 'seeking', 'the', 'company', 'of', 'a', 'female', 'wolverine', 'the', 'odor', 'is', 'so', 'pungent', 'that', 'the', 'above-mentioned', 'nickname', 'are', 'commonly', 'used', 'in', 'reference', 'to', 'it']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
433,"['wolverine', 'are', 'also', 'predator', '..', 'the', 'word', 'powerful', 'and', 'versatile', 'are', 'used', 'to', 'describe', 'the', 'predatory', 'skill', 'of', 'the', 'wolverine', 'it', 'will', 'hunt', 'mostly', 'for', 'small', 'or', 'medium-sized', 'mammal', 'but', 'will', 'sometimes', 'take', 'on', 'something', 'much', 'bigger', 'than', 'itself', 'it', 'is', 'not', 'uncommon', 'for', 'a', 'wolverine', 'to', 'take', 'down', 'a', 'deer', 'a', 'an', 'example', 'however', 'normal', 'catch', 'include', 'rabbit', 'mouse', 'vole', 'gopher', 'marmot', 'beaver', 'chipmunk', 'porcupine', 'and', 'squirrel']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
434,"['they', 'have', 'one', 'of', 'the', 'slowest', 'metabolism', 'of', 'non-reptilian', 'mammal', 'when', 'you', 'look', 'at', 'a', 'mammal', 'like', 'a', 'human', 'or', 'cat', 'or', 'even', 'dog', 'they', 'need', 'to', 'eat', 'often', 'in', 'fact', 'you', 'are', 'probably', 'eating', 'three', 'meal', 'a', 'day', 'while', 'your', 'pet', 'is', 'eating', 'at', 'least', 'two']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
435,"['the', 'extinct', 'tasmanian', 'tiger', 'used', 'to', 'prey', 'on', 'them', 'the', 'tasmanian', 'tiger', 'is', 'one', 'of', 'the', 'most', 'interesting', 'extinct', 'animal', 'that', 'we', 'have', 'record', 'of']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
436,"['their', 'stripe', 'are', 'unique', '..', 'zebra', 'are', 'iconic', 'for', 'their', 'stripe', 'which', 'are', 'actually', 'unique', 'to', 'each', 'individual', 'like', 'a', 'human', '’', 's', 'fingerprint', 'scientist', 'have', 'even', 'developed', 'a', 'way', 'to', 'read', 'their', 'stripe', 'like', 'bar', 'code', 'to', 'be', 'able', 'to', 'identify', 'specific', 'zebra', 'in', 'a', 'heard', '1']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O']"
437,"['they', 'are', 'black', 'with', 'white', 'stripe', '..', 'the', 'age-old', 'question', 'of', 'whether', 'or', 'not', 'zebra', 'are', 'white', 'with', 'black', 'stripe', 'or', 'black', 'with', 'white', 'stripe', 'ha', 'finally', 'been', 'answered', 'with', 'science', 'they', 'are', 'in', 'fact', 'black', 'with', 'white', 'stripe', '3']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
438,"['different', 'zebra', 'specie', 'have', 'different', 'social', 'structure', '..', 'the', 'plain', 'and', 'mountain', 'zebra', 'stay', 'in', 'family', 'group', 'with', 'a', 'dominate', 'male', 'female', 'and', 'their', 'foal', 'baby', 'zebra', 'these', 'group', 'usually', 'integrate', 'into', 'larger', 'herd', 'however', 'the', 'grevy', '’', 's', 'zebra', 'life', 'primarily', 'alone', 'or', 'in', 'loose', 'herd']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","['O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
